"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Hellhammer","Jordan","F","1","Hicks","241.71057","free","Salinas, CA","1000","Maniac","37"
"Five Iron Frenzy","Jacqueline","F","6","Lynch","236.09424","paid","Atlanta-Sandy Springs-Roswell, GA","963","Canada","29"
"Elbow","Jacqueline","F","7","Lynch","221.85751","paid","Atlanta-Sandy Springs-Roswell, GA","963","Grounds For Divorce","29"
"Kreator","Emily","F","0","Benson","294.53016","paid","Augusta-Richmond County, GA-SC","1013","Riot Of Violence","58"
"Slightly Stoopid","Tegan","F","5","Levine","145.76281","paid","Portland-South Portland, ME","1004","Anti Socialistic","80"
"Pavement","Jacqueline","F","8","Lynch","149.83791","paid","Atlanta-Sandy Springs-Roswell, GA","963","Heaven Is A Truck","29"
"Ryan Bingham","Tegan","F","6","Levine","123.11465","paid","Portland-South Portland, ME","1004","Boracho Station","80"
"The Swell Season","Emily","F","1","Benson","201.82159","paid","Augusta-Richmond County, GA-SC","1013","Paper Cup","58"
"Shakira","Tegan","F","7","Levine","192.70485","paid","Portland-South Portland, ME","1004","Did it Again","80"
"PJ Harvey","Jacqueline","F","10","Lynch","227.5522","paid","Atlanta-Sandy Springs-Roswell, GA","963","This Is Love","29"
"Gibonni","Emily","F","2","Benson","379.68934","paid","Augusta-Richmond County, GA-SC","1013","OVO MI JE `KOLA","58"
"Lifehouse","Tegan","F","8","Levine","181.26322","paid","Portland-South Portland, ME","1004","From Where You Are","80"
"Joe Vasconcellos","Jacqueline","F","11","Lynch","262.5824","paid","Atlanta-Sandy Springs-Roswell, GA","963","Las seis","29"
"Juanes","Tegan","F","9","Levine","266.50077","paid","Portland-South Portland, ME","1004","Tu Y Yo","80"
"Rage Against The Machine","Jacqueline","F","12","Lynch","338.46812","paid","Atlanta-Sandy Springs-Roswell, GA","963","The Ghost Of Tom Joad","29"
"Extremoduro","Tegan","F","11","Levine","281.3122","paid","Portland-South Portland, ME","1004","Cerca del suelo","80"
"Eric Church","Theodore","M","0","Harris","229.56363","free","Red Bluff, CA","929","How 'Bout You","14"
"The Decemberists","Lily","F","1","Burns","248.55465","free","New York-Newark-Jersey City, NY-NJ-PA","1032","Billy Liar","32"
"Coldplay","Tegan","F","12","Levine","237.45261","paid","Portland-South Portland, ME","1004","42","80"
"Talkdemonic","Theodore","M","1","Harris","129.85424","free","Red Bluff, CA","929","Mountaintops In Caves","14"
"Gary Allan","Theodore","M","2","Harris","244.34893","free","Red Bluff, CA","929","Best I Ever Had","14"
"Buju Banton","Tegan","F","13","Levine","247.19628","paid","Portland-South Portland, ME","1004","My Woman Now","80"
"Thirteen Senses","Tegan","F","14","Levine","218.5922","paid","Portland-South Portland, ME","1004","Into The Fire","80"
"B.o.B","Tegan","F","15","Levine","269.63546","paid","Portland-South Portland, ME","1004","Nothin' On You [feat. Bruno Mars] (Album Version)","80"
"Angels Of Light & Akron/Family","Ryan","M","0","Smith","150.33424","free","San Jose-Sunnyvale-Santa Clara, CA","991","Awake","26"
"Daddy Yankee","Chloe","F","4","Cuevas","218.20036","paid","San Francisco-Oakland-Hayward, CA","1023","Que Tengo Que Hacer","49"
"Simian Mobile Disco","Chloe","F","5","Cuevas","198.53016","paid","San Francisco-Oakland-Hayward, CA","1023","I Believe","49"
"Arctic Monkeys","Chloe","F","6","Cuevas","193.43628","paid","San Francisco-Oakland-Hayward, CA","1023","From The Ritz To The Rubble","49"
"Plain White T's","Chloe","F","8","Cuevas","232.202","paid","San Francisco-Oakland-Hayward, CA","1023","Hey There Delilah","49"
"The Dead Weather","Chloe","F","9","Cuevas","216.92036","paid","San Francisco-Oakland-Hayward, CA","1023","Hang You From The Heavens","49"
"Temple Of The Dog","Layla","F","2","Griffin","243.9571","paid","Lake Havasu City-Kingman, AZ","984","Hunger Strike","24"
"Port O'Brien","Mohammad","M","0","Rodriguez","339.06893","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Close The Lid","88"
"E.s.t.","Layla","F","3","Griffin","103.65342","paid","Lake Havasu City-Kingman, AZ","984","Ajar","24"
"Discovery","Layla","F","4","Griffin","153.83465","paid","Lake Havasu City-Kingman, AZ","984","Its Not My Fault (Its My Fault)","24"
"Jack's Mannequin","Layla","F","5","Griffin","251.92444","paid","Lake Havasu City-Kingman, AZ","984","Dark Blue (Album Version)","24"
"Fisher","Mohammad","M","2","Rodriguez","133.98159","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Rianna","88"
"Cat Stevens","Mohammad","M","3","Rodriguez","200.202","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Wild World","88"
"Musiq / Ayana","Layla","F","6","Griffin","286.37995","paid","Lake Havasu City-Kingman, AZ","984","Girl Next Door","24"
"Zee Avi","Mohammad","M","4","Rodriguez","162.61179","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Darling","88"
"McGuinn_ Clark & Hillman","Layla","F","7","Griffin","256.9922","paid","Lake Havasu City-Kingman, AZ","984","Little Mama","24"
"Band Of Horses","Mohammad","M","5","Rodriguez","321.14893","paid","Sacramento--Roseville--Arden-Arcade, CA","999","The Funeral (Album Version)","88"
"Dead Kennedys","Layla","F","8","Griffin","216.842","paid","Lake Havasu City-Kingman, AZ","984","Halloween","24"
"Deftones","Mohammad","M","6","Rodriguez","268.01587","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Rx Queen (LP Version)","88"
"Eric Clapton","Layla","F","9","Griffin","279.95383","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Katy Perry","Mohammad","M","7","Rodriguez","179.40853","paid","Sacramento--Roseville--Arden-Arcade, CA","999","I Kissed A Girl","88"
"Bebo Norman","Layla","F","10","Griffin","178.65098","paid","Lake Havasu City-Kingman, AZ","984","Perhaps She'll Wait","24"
"Dwight Yoakam","Mohammad","M","8","Rodriguez","227.05587","paid","Sacramento--Roseville--Arden-Arcade, CA","999","Listen (LP Version)","88"
"Four Tet","Layla","F","11","Griffin","101.69424","paid","Lake Havasu City-Kingman, AZ","984","Harmony One","24"
"THERION","Layla","F","12","Griffin","293.45914","paid","Lake Havasu City-Kingman, AZ","984","The Khlysti Evangelist","24"
"Shakira","Layla","F","13","Griffin","232.25424","paid","Lake Havasu City-Kingman, AZ","984","Donde Estas Corazon","24"
"Luke Bryan","Layla","F","14","Griffin","242.36363","paid","Lake Havasu City-Kingman, AZ","984","All My Friends Say","24"
"Miike Snow","Layla","F","15","Griffin","263.88853","paid","Lake Havasu City-Kingman, AZ","984","Animal","24"
"Iyaz","Layla","F","16","Griffin","181.9424","paid","Lake Havasu City-Kingman, AZ","984","Replay","24"
"Slightly Stoopid","Layla","F","17","Griffin","243.46077","paid","Lake Havasu City-Kingman, AZ","984","Officer","24"
"Pulp","Layla","F","18","Griffin","270.75873","paid","Lake Havasu City-Kingman, AZ","984","Mile End","24"
"Sting","Layla","F","19","Griffin","360.85506","paid","Lake Havasu City-Kingman, AZ","984","When We Dance","24"
"Portishead","Layla","F","20","Griffin","347.76771","paid","Lake Havasu City-Kingman, AZ","984","Threads","24"
"Cliff Richard & The Shadows","Layla","F","21","Griffin","130.45506","paid","Lake Havasu City-Kingman, AZ","984","Nine Times Out Of Ten (1998 Digital Remaster)","24"
"Regina Spektor","Layla","F","23","Griffin","188.36853","paid","Lake Havasu City-Kingman, AZ","984","Ghost Of Corporate Future [Live in California 2006]","24"
"Built To Spill","Layla","F","24","Griffin","390.26893","paid","Lake Havasu City-Kingman, AZ","984","Good Ol' Boredom","24"
"Esperanza Spalding","Layla","F","25","Griffin","306.83383","paid","Lake Havasu City-Kingman, AZ","984","Loro","24"
"Trey Songz","Ava","F","0","Robinson","223.97342","free","London, KY","908","Brand New","13"
"Justin Timberlake","Layla","F","26","Griffin","267.25832","paid","Lake Havasu City-Kingman, AZ","984","Rock Your Body","24"
"Tub Ring","Ava","F","1","Robinson","233.69098","free","London, KY","908","Invalid","13"
"Shinedown","Layla","F","27","Griffin","200.07138","paid","Lake Havasu City-Kingman, AZ","984","Cry For Help (Album Version)","24"
"Annuals","Layla","F","28","Griffin","348.15955","paid","Lake Havasu City-Kingman, AZ","984","Complete_ Or Completing","24"
"Joshua Radin","Layla","F","29","Griffin","160.44363","paid","Lake Havasu City-Kingman, AZ","984","Everything'll Be Alright (Will's Lullaby)","24"
"Il Divo","Layla","F","30","Griffin","227.42159","paid","Lake Havasu City-Kingman, AZ","984","The Winner Takes It All (Va Todo Al Ganador)","24"
"Jesse Cook","Layla","F","31","Griffin","214.83057","paid","Lake Havasu City-Kingman, AZ","984","Olodum","24"
"The All-American Rejects","Jacob","M","1","Klein","194.55955","paid","Tampa-St. Petersburg-Clearwater, FL","954","Dirty Little Secret","73"
"Edward Sharpe & The Magnetic Zeros","Layla","F","32","Griffin","306.31138","paid","Lake Havasu City-Kingman, AZ","984","Home","24"
"Rhapsody","Jacob","M","2","Klein","555.91138","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Mighty Ride Of The Firelord","73"
"Hollywood Undead","Layla","F","33","Griffin","161.25342","paid","Lake Havasu City-Kingman, AZ","984","Pain","24"
"Helloween","Layla","F","34","Griffin","345.36444","paid","Lake Havasu City-Kingman, AZ","984","Back Against The Wall","24"
"Rosi Golan","Jacob","M","3","Klein","189.3873","paid","Tampa-St. Petersburg-Clearwater, FL","954","Think of Me","73"
"Usher Featuring Kelis","Layla","F","35","Griffin","269.40036","paid","Lake Havasu City-Kingman, AZ","984","U Don't Have To Call","24"
"Timbaland / Justin Timberlake / Nelly Furtado","Lily","F","1","Burns","235.2322","free","New York-Newark-Jersey City, NY-NJ-PA","1036","Give It To Me","32"
"Eminem / Dr. Dre / 50 Cent","Jacob","M","4","Klein","297.482","paid","Tampa-St. Petersburg-Clearwater, FL","954","Crack A Bottle","73"
"Bryan Adams","Layla","F","36","Griffin","201.1424","paid","Lake Havasu City-Kingman, AZ","984","Don't Ya Say It","24"
"Madonna","Lily","F","2","Burns","220.29016","free","New York-Newark-Jersey City, NY-NJ-PA","1036","Revolver [feat. Lil Wayne]","32"
"The Roots","Jacob","M","5","Klein","393.29914","paid","Tampa-St. Petersburg-Clearwater, FL","954","Grits","73"
"Nirvana","Layla","F","37","Griffin","186.48771","paid","Lake Havasu City-Kingman, AZ","984","Breed","24"
"Gino Vannelli","Layla","F","38","Griffin","198.73914","paid","Lake Havasu City-Kingman, AZ","984","People Gotta Move","24"
"The Roots / Wadud Ahmad","Jacob","M","6","Klein","170.70975","paid","Tampa-St. Petersburg-Clearwater, FL","954","Take It There","73"
"Coldplay","Layla","F","39","Griffin","298.762","paid","Lake Havasu City-Kingman, AZ","984","Shiver","24"
"LCD Soundsystem","Jacob","M","7","Klein","298.89261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Tribulations","73"
"Cartel","Layla","F","40","Griffin","223.79057","paid","Lake Havasu City-Kingman, AZ","984","Luckie Street","24"
"Carter Burwell","Jacob","M","8","Klein","138.70975","paid","Tampa-St. Petersburg-Clearwater, FL","954","Bella's Lullaby (Twilight Soundtrack Version)","73"
"The Coral","Layla","F","41","Griffin","237.63546","paid","Lake Havasu City-Kingman, AZ","984","Fireflies","24"
"The Misfits","Jacob","M","9","Klein","112.06485","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rat Fink","73"
"Jack Johnson","Jacob","M","10","Klein","215.40526","paid","Tampa-St. Petersburg-Clearwater, FL","954","Inaudible Melodies","73"
"RÃÂ¶yksopp","Layla","F","42","Griffin","210.99057","paid","Lake Havasu City-Kingman, AZ","984","In Space","24"
"Sounds from the Ground","Jacob","M","11","Klein","458.31791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Where The Wild Things Were","73"
"Mantronix","Layla","F","43","Griffin","353.64526","paid","Lake Havasu City-Kingman, AZ","984","Ladies (Dub) (2005 Digital Remaster)","24"
"Death Cab for Cutie","Layla","F","44","Griffin","189.3873","paid","Lake Havasu City-Kingman, AZ","984","I Will Follow You into the Dark (Album Version)","24"
"Green Day","Jacob","M","12","Klein","256.02567","paid","Tampa-St. Petersburg-Clearwater, FL","954","Last Night On Earth [feat. Green Day & The Cast Of American Idiot] (Album Version)","73"
"Scooter","Layla","F","45","Griffin","347.19302","paid","Lake Havasu City-Kingman, AZ","984","Across The Sky","24"
"Bodo Wartke","Ryan","M","0","Smith","377.41669","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Ich trau' mich nicht","26"
"Chris Classic","Jacob","M","13","Klein","180.61016","paid","Tampa-St. Petersburg-Clearwater, FL","954","Witch Doctor","73"
"Creedence Clearwater Revival","Jacob","M","14","Klein","135.52281","paid","Tampa-St. Petersburg-Clearwater, FL","954","Travelin' Band","73"
"LMFAO / Lil Jon","Layla","F","47","Griffin","222.17098","paid","Lake Havasu City-Kingman, AZ","984","Shots","24"
"Alison Moyet","Jacob","M","15","Klein","230.00771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Love Resurrection","73"
"Amos Lee","Ryan","M","1","Smith","160.49587","free","San Jose-Sunnyvale-Santa Clara, CA","1039","Colors","26"
"Los Dynamite","Layla","F","48","Griffin","253.1522","paid","Lake Havasu City-Kingman, AZ","984","Smile","24"
"Alter Ego","Jacob","M","16","Klein","285.09995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Rocker","73"
"Colossal","Layla","F","49","Griffin","206.99383","paid","Lake Havasu City-Kingman, AZ","984","Brave The Elements","24"
"Alice In Chains","Jacob","M","17","Klein","423.6273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Over Now","73"
"Interpol","Layla","F","50","Griffin","299.72853","paid","Lake Havasu City-Kingman, AZ","984","Rest My Chemistry","24"
"BjÃÂ¶rk","Jacob","M","18","Klein","185.46893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Cover Me","73"
"Death In Vegas","Layla","F","51","Griffin","270.23628","paid","Lake Havasu City-Kingman, AZ","984","Girls","24"
"Harmonia","Jacob","M","19","Klein","655.77751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Sehr kosmisch","73"
"George Thorogood And The Destroyers","Layla","F","52","Griffin","238.34077","paid","Lake Havasu City-Kingman, AZ","984","Alley Oop (Live)","24"
"Jason Mraz","Layla","F","53","Griffin","337.97179","paid","Lake Havasu City-Kingman, AZ","984","A Beautiful Mess (Album Version)","24"
"Los Campesinos","Jacob","M","20","Klein","138.10893","paid","Tampa-St. Petersburg-Clearwater, FL","954","We throw parties_ you throw knives","73"
"Insane Clown Posse","Layla","F","54","Griffin","98.66404","paid","Lake Havasu City-Kingman, AZ","984","I Stab People","24"
"Joaquin Sabina","Layla","F","55","Griffin","223.86893","paid","Lake Havasu City-Kingman, AZ","984","Besos Con Sal","24"
"Justin Bieber","Jacob","M","21","Klein","229.0673","paid","Tampa-St. Petersburg-Clearwater, FL","954","One Less Lonely Girl","73"
"Green Day","Layla","F","56","Griffin","527.09832","paid","Lake Havasu City-Kingman, AZ","984","King For A Day/Shout (Live)","24"
"Saliva","Jacob","M","22","Klein","208.40444","paid","Tampa-St. Petersburg-Clearwater, FL","954","Doperide","73"
"John Mayer","Jacob","M","23","Klein","267.38893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Why Georgia","73"
"Frightened Rabbit","Jacob","M","24","Klein","214.93506","paid","Tampa-St. Petersburg-Clearwater, FL","954","Set You Free","73"
"Righteous Brothers","Layla","F","57","Griffin","215.90159","paid","Lake Havasu City-Kingman, AZ","984","Unchained Melody","24"
"Umek vs Ramirez","Jacob","M","25","Klein","362.29179","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hablando","73"
"Tinchy Stryder / Taio Cruz","Layla","F","58","Griffin","195.36934","paid","Lake Havasu City-Kingman, AZ","984","Take Me Back","24"
"PeterLicht","Layla","F","59","Griffin","306.80771","paid","Lake Havasu City-Kingman, AZ","984","Heiterkeit","24"
"Lanae' Hale","Walter","M","0","Frye","195.36934","free","San Francisco-Oakland-Hayward, CA","451","Beautiful Things","39"
"Eagles","Jacob","M","26","Klein","346.25261","paid","Tampa-St. Petersburg-Clearwater, FL","954","Frail Grasp On The Big Picture","73"
"Primus","Layla","F","60","Griffin","382.98077","paid","Lake Havasu City-Kingman, AZ","984","Over The Electric Grapevine","24"
"Cake","Jacob","M","27","Klein","164.25751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never There","73"
"Zero 7","Jacob","M","28","Klein","346.38322","paid","Tampa-St. Petersburg-Clearwater, FL","954","Milton At Midnight","73"
"Faithless","Layla","F","61","Griffin","218.04363","paid","Lake Havasu City-Kingman, AZ","984","Drifting Away","24"
"Saxon","Layla","F","62","Griffin","217.15546","paid","Lake Havasu City-Kingman, AZ","984","Redline (2009 Digital Remaster)","24"
"Elvis Costello & The Attractions","Jacob","M","29","Klein","168.64608","paid","Tampa-St. Petersburg-Clearwater, FL","954","Moods For Moderns","73"
"Lily Allen","Layla","F","63","Griffin","277.83791","paid","Lake Havasu City-Kingman, AZ","984","Everyone's At It","24"
"Dwight Yoakam","Jacob","M","30","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Keyshia Cole","Layla","F","64","Griffin","244.00934","paid","Lake Havasu City-Kingman, AZ","984","Work It Out","24"
"James","Jacob","M","31","Klein","219.89832","paid","Tampa-St. Petersburg-Clearwater, FL","954","She's A Star","73"
"Queen","Jacob","M","32","Klein","139.17995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Who Wants To Live Forever (With Commentary)","73"
"Boz Scaggs","Layla","F","65","Griffin","319.03302","paid","Lake Havasu City-Kingman, AZ","984","Look What You've Done To Me","24"
"Sia","Jacob","M","33","Klein","208.61342","paid","Tampa-St. Petersburg-Clearwater, FL","954","Playground","73"
"Max Richter","Layla","F","66","Griffin","173.40036","paid","Lake Havasu City-Kingman, AZ","984","Arboretum","24"
"10cc","Jacob","M","34","Klein","300.40771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Hotel","73"
"Silverstein","Layla","F","67","Griffin","193.90649","paid","Lake Havasu City-Kingman, AZ","984","Smile In Your Sleep (Album Version)","24"
"Combat 84","Jacob","M","35","Klein","121.0771","paid","Tampa-St. Petersburg-Clearwater, FL","954","Barry Prudom (Re-Mix)","73"
"Sanctus Real","Layla","F","69","Griffin","257.2273","paid","Lake Havasu City-Kingman, AZ","984","Lay Down My Guns","24"
"Pink Martini_Ari Shapiro","Jacob","M","36","Klein","180.1922","paid","Tampa-St. Petersburg-Clearwater, FL","954","But Now I'm Black","73"
"Dwight Yoakam","Jacob","M","37","Klein","239.3073","paid","Tampa-St. Petersburg-Clearwater, FL","954","You're The One","73"
"Jay-Z","Layla","F","70","Griffin","288.31302","paid","Lake Havasu City-Kingman, AZ","984","Ride Or Die","24"
"The Handsome Family","Jacob","M","38","Klein","287.65995","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Woman Downstairs","73"
"Hellogoodbye","Layla","F","71","Griffin","176.56118","paid","Lake Havasu City-Kingman, AZ","984","All Of Your Love","24"
"Janet Jackson","Layla","F","72","Griffin","260.88444","paid","Lake Havasu City-Kingman, AZ","984","Because Of Love","24"
"Gorillaz","Jacob","M","39","Klein","227.05587","paid","Tampa-St. Petersburg-Clearwater, FL","954","Plastic Beach (Feat. Mick Jones and Paul Simonon)","73"
"Silverstein","Layla","F","73","Griffin","222.79791","paid","Lake Havasu City-Kingman, AZ","984","Smashed Into Pieces (Album Version)","24"
"Example","Jacob","M","40","Klein","180.4273","paid","Tampa-St. Petersburg-Clearwater, FL","954","Kickstarts","73"
"Shania Twain","Jacob","M","41","Klein","198.32118","paid","Tampa-St. Petersburg-Clearwater, FL","954","In My Car (I'll Be The Driver)","73"
"Skindred","Layla","F","74","Griffin","238.602","paid","Lake Havasu City-Kingman, AZ","984","Ease Up","24"
"Kanye West","Jacob","M","42","Klein","196.77995","paid","Tampa-St. Petersburg-Clearwater, FL","954","Jesus Walks","73"
"Aloe Blacc","Layla","F","76","Griffin","244.1922","paid","Lake Havasu City-Kingman, AZ","984","I Need A Dollar","24"
"Common","Jacob","M","43","Klein","224.13016","paid","Tampa-St. Petersburg-Clearwater, FL","954","GO!","73"
"The Belle Stars","Layla","F","77","Griffin","178.85995","paid","Lake Havasu City-Kingman, AZ","984","Iko Iko","24"
"Feist","Jacob","M","44","Klein","223.7122","paid","Tampa-St. Petersburg-Clearwater, FL","954","Mushaboom","73"
"Lupe Fiasco","Layla","F","78","Griffin","312.92036","paid","Lake Havasu City-Kingman, AZ","984","The Coolest (Explicit Album Version)","24"
"Natalie Cole","Jacob","M","45","Klein","188.57751","paid","Tampa-St. Petersburg-Clearwater, FL","954","Stairway To The Stars","73"
"Placebo","Layla","F","79","Griffin","190.61506","paid","Lake Havasu City-Kingman, AZ","984","The Bitter End","24"
"2Mex","Jacob","M","46","Klein","243.06893","paid","Tampa-St. Petersburg-Clearwater, FL","954","Making Money Off God feat. Bus Driver","73"
"Brother Ali","Layla","F","80","Griffin","204.53832","paid","Lake Havasu City-Kingman, AZ","984","The Puzzle","24"
"Meat Loaf","Jacob","M","47","Klein","597.86404","paid","Tampa-St. Petersburg-Clearwater, FL","954","Paradise By The Dashboard Light","73"
"MC Lars","Layla","F","81","Griffin","222.87628","paid","Lake Havasu City-Kingman, AZ","984","It's Not Easy (Being Green) (Featuring Pierre Bouvier Of Simple Plan)","24"
"BeyoncÃÂ©","Layla","F","82","Griffin","236.35546","paid","Lake Havasu City-Kingman, AZ","984","Ego","24"
"Joy Division","Layla","F","83","Griffin","254.09261","paid","Lake Havasu City-Kingman, AZ","984","Transmission","24"
"Dierks Bentley","Jacob","M","48","Klein","239.12444","paid","Tampa-St. Petersburg-Clearwater, FL","954","I Wanna Make You Close Your Eyes","73"
"Devendra Banhart","Layla","F","84","Griffin","134.76526","paid","Lake Havasu City-Kingman, AZ","984","At The Hop","24"
"Camera Obscura","Jacob","M","49","Klein","207.01995","paid","Tampa-St. Petersburg-Clearwater, FL","954","If Looks Could Kill","73"
"Prodigy","Layla","F","85","Griffin","335.90812","paid","Lake Havasu City-Kingman, AZ","984","Breathe","24"
"Aventura","Jacob","M","50","Klein","278.04689","paid","Tampa-St. Petersburg-Clearwater, FL","954","Peligro","73"
"Die Sekte","Layla","F","86","Griffin","206.18404","paid","Lake Havasu City-Kingman, AZ","984","Mittelfinga ab feat. Sido_ MOK_ B-Tight_ Bendt","24"
"Kid Dynamite","Jacob","M","51","Klein","119.95383","paid","Tampa-St. Petersburg-Clearwater, FL","954","Never Met The Gooch","73"
"Eminem / Bizarre","Jacob","M","52","Klein","244.55791","paid","Tampa-St. Petersburg-Clearwater, FL","954","Amityville","73"
"Explosions In The Sky","Layla","F","87","Griffin","220.3424","paid","Lake Havasu City-Kingman, AZ","984","So Long_ Lonesome","24"
"Sydney Youngblood","Jacob","M","53","Klein","238.07955","paid","Tampa-St. Petersburg-Clearwater, FL","954","Ain't No Sunshine","73"
"Gang Starr","Layla","F","88","Griffin","151.92771","paid","Lake Havasu City-Kingman, AZ","984","My Advice 2 You (Explicit)","24"
"3OH!3","Layla","F","89","Griffin","192.522","paid","Lake Havasu City-Kingman, AZ","984","My First Kiss (Feat. Ke$ha) [Album Version]","24"
"RÃÂ¶yksopp","Jacob","M","54","Klein","369.81506","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Girl and The Robot","73"
"Kajagoogoo","Layla","F","90","Griffin","223.55546","paid","Lake Havasu City-Kingman, AZ","984","Too Shy","24"
"The Jimmy Castor Bunch","Layla","F","91","Griffin","306.54649","paid","Lake Havasu City-Kingman, AZ","984","Potential","24"
"Ministry","Jacob","M","55","Klein","186.69669","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Great Satan (What Would Satan Do Mix)","73"
"Bouncing Souls","Jacob","M","56","Klein","117.31546","paid","Tampa-St. Petersburg-Clearwater, FL","954","The Screamer","73"
"Tegan And Sara","Layla","F","92","Griffin","129.67138","paid","Lake Havasu City-Kingman, AZ","984","Knife Going In (Album Version)","24"
"Silverchair","Layla","F","93","Griffin","242.96444","paid","Lake Havasu City-Kingman, AZ","984","The Greatest View (Album Version)","24"
"Enigma","Layla","F","94","Griffin","242.78159","paid","Lake Havasu City-Kingman, AZ","984","T.N.T. For The Brain (112 Bpm) (Radio Edit)","24"
"Anis","Layla","F","95","Griffin","278.12526","paid","Lake Havasu City-Kingman, AZ","984","Mon MÃÂ©tro","24"
"Seal","Layla","F","96","Griffin","254.06649","paid","Lake Havasu City-Kingman, AZ","984","Fly Like An Eagle","24"
"UNKLE Feat. Josh Homme","Layla","F","97","Griffin","307.19955","paid","Lake Havasu City-Kingman, AZ","984","Restless","24"
"Dwight Yoakam","Layla","F","98","Griffin","239.3073","paid","Lake Havasu City-Kingman, AZ","984","You're The One","24"
"Elastica","Layla","F","99","Griffin","141.92281","paid","Lake Havasu City-Kingman, AZ","984","Blue","24"
"Capone-N-Noreaga","Layla","F","100","Griffin","194.82077","paid","Lake Havasu City-Kingman, AZ","984","Channel 10","24"
"Morris Day","Layla","F","101","Griffin","442.46159","paid","Lake Havasu City-Kingman, AZ","984","The Oak Tree (Album Version)","24"
"Foo Fighters","Layla","F","102","Griffin","302.91546","paid","Lake Havasu City-Kingman, AZ","984","What If I Do?","24"
"Olive","Layla","F","103","Griffin","264.12363","paid","Lake Havasu City-Kingman, AZ","984","You're Not Alone","24"
"Olle Adolphson","Layla","F","104","Griffin","202.39628","paid","Lake Havasu City-Kingman, AZ","984","En Glad Calypso Om VÃÂ¥ren (Live '62)","24"
"Streetlight Manifesto","Ava","F","0","Robinson","303.33342","free","New Haven-Milford, CT","1011","Down_ Down_ Down To Mehphisto's Cafe (Album Version)","50"
"Frank Reyes","Layla","F","105","Griffin","239.67302","paid","Lake Havasu City-Kingman, AZ","984","Tu Eres Ajena","24"
"Andres Calamaro","Layla","F","106","Griffin","217.5473","paid","Lake Havasu City-Kingman, AZ","984","Estadio Azteca","24"
"Zero 7","Layla","F","107","Griffin","279.562","paid","Lake Havasu City-Kingman, AZ","984","Sleeper","24"
"Mark Ronson featuring Tiggers","Layla","F","108","Griffin","245.18485","paid","Lake Havasu City-Kingman, AZ","984","Toxic","24"
"Keith Sweat","Layla","F","109","Griffin","295.78404","paid","Lake Havasu City-Kingman, AZ","984","Merry Go Round (Remastered Single Version)","24"
"Wakey!Wakey!","Layla","F","110","Griffin","145.03138","paid","Lake Havasu City-Kingman, AZ","984","Square Peg Round Hole","24"
"The Mercury Program","Layla","F","111","Griffin","292.362","paid","Lake Havasu City-Kingman, AZ","984","Eqypt","24"
"Kid Cudi / Kanye West / Common","Layla","F","112","Griffin","237.76608","paid","Lake Havasu City-Kingman, AZ","984","Make Her Say","24"
"Nekromantix","Layla","F","113","Griffin","263.10485","paid","Lake Havasu City-Kingman, AZ","984","Nice Day For A Resurrection","24"
"J. Karjalainen & Mustat Lasit","Layla","F","115","Griffin","336.74404","paid","Lake Havasu City-Kingman, AZ","984","Sinisten tÃÂ¤htien alla","24"
"Matt Wertz","Layla","F","116","Griffin","171.17995","paid","Lake Havasu City-Kingman, AZ","984","Wade Through The Night","24"
"Insane Clown Posse","Layla","F","117","Griffin","233.82159","paid","Lake Havasu City-Kingman, AZ","984","My Axe","24"
"Thin Lizzy","Kaleb","M","0","Cook","214.59546","free","Yuba City, CA","951","It's Only Money","54"
"Crystal Castles","Kaleb","M","1","Cook","186.38322","free","Yuba City, CA","951","Untrust us","54"
"The Prodigy","Kaleb","M","2","Cook","302.602","free","Yuba City, CA","951","Full Throttle","54"
"Kid Cudi / Kanye West / Common","Kaleb","M","3","Cook","237.76608","free","Yuba City, CA","951","Make Her Say","54"
"Kim Carnes","Kaleb","M","4","Cook","217.28608","free","Yuba City, CA","951","Crazy In The Night (Barking At Airplanes)","54"
